Index;Season;Episode;Episode_name;Character_name;Type_Dialogue;Dialogue
2090;1;9;Enoshima Escar;Ikuyo Kita;Talk;Okay! Here comes the selfie!
2091;1;9;Enoshima Escar;Nijika Ijichi;Talk;Lemme see!
2092;1;9;Enoshima Escar;Ikuyo Kita;Talk;It turned out super great!
2093;1;9;Enoshima Escar;Hitori Gotou;Inner Voice;I ate tako senbei with them. Summer memories...
2094;1;9;Enoshima Escar;Hitori Gotou;Talk;I ate tako senbei with them. Summer memories... Th-Thank you... Thank you for today. It's been wonderful.
2095;1;9;Enoshima Escar;Nijika Ijichi;Talk;How are we at the climax already?!
2096;1;9;Enoshima Escar;Hitori Gotou;Talk;And so, my summer came to an end.
2097;1;9;Enoshima Escar;Ikuyo Kita;Talk;We're just getting started!
2098;1;9;Enoshima Escar;Ikuyo Kita;Talk;Okay! Let's climb all the way to the top!
2099;1;9;Enoshima Escar;Ryo Yamada;Talk;Stairs?
2100;1;9;Enoshima Escar;Ikuyo Kita;Talk;Is there anything more beautiful than scenery you have to work to see?
2101;1;9;Enoshima Escar;Ryo Yamada;Talk;No. Screw that.
2102;1;9;Enoshima Escar;Ikuyo Kita;Talk;Let's do it!
2103;1;9;Enoshima Escar;Ryo Yamada;Talk;No!
2104;1;9;Enoshima Escar;Ikuyo Kita;Talk;You too, Gotoh-san! You'll come with me, right, Ijichi-senpai?
2105;1;9;Enoshima Escar;Nijika Ijichi;Talk;I'm not super into it either... Kita-chan! She's glowing more than ever!
2106;1;9;Enoshima Escar;Ryo Yamada;Talk;H-How?
2107;1;9;Enoshima Escar;Hitori Gotou;Talk;P-Perhaps her usually understated extrovert aura h-has been amplified by the light of the sun!
2108;1;9;Enoshima Escar;Nijika Ijichi;Talk;It's stripped off her limiter, you mean?!
2109;1;9;Enoshima Escar;Ikuyo Kita;Talk;Come on! Let's do it! Hurry up, everyone!
2110;1;9;Enoshima Escar;Ikuyo Kita;Inner Voice;Come on! Let's do it! Hurry up, everyone! Kit-aura
2111;1;9;Enoshima Escar;Ryo Yamada;Talk;I'm done. No more climbing.
2112;1;9;Enoshima Escar;Nijika Ijichi;Talk;Kita-chan's getting further and further ahead...
2113;1;9;Enoshima Escar;Nijika Ijichi;Talk;I'm out!
2114;1;9;Enoshima Escar;Ryo Yamada;Talk;Who cares about the view? Not me.
2115;1;9;Enoshima Escar;Ikuyo Kita;Talk;Hang in there, you two. We've only just started!
2116;1;9;Enoshima Escar;Nijika Ijichi;Talk;Lemme take a break first.
2117;1;9;Enoshima Escar;Ikuyo Kita;Talk;What'll I do with you?
2118;1;9;Enoshima Escar;Nijika Ijichi;Talk;You've got so much energy, Kita-chan...
2119;1;9;Enoshima Escar;Hitori Gotou;Talk;E-Escar... I th-think we can ride an escalator up!
2120;1;9;Enoshima Escar;Ikuyo Kita;Talk;C'mon, let's climb the stairs!
2121;1;9;Enoshima Escar;Ryo Yamada;Talk;It costs money?
2122;1;9;Enoshima Escar;Ikuyo Kita;Talk;You need to buy tickets to the Enoshima Escar. See, we should climb the stairs instead!
2123;1;9;Enoshima Escar;Enoshima Escar Clerk;Talk;Welcome!
2124;1;9;Enoshima Escar;Ryo Yamada;Talk;I... I have no money, but... I've got some pretty good bass guitars. I'll give you one.
2125;1;9;Enoshima Escar;Enoshima Escar Clerk;Talk;Um, I don't think...
2126;1;9;Enoshima Escar;Ryo Yamada;Talk;How about two? You want three?!
2127;1;9;Enoshima Escar;Enoshima Escar Clerk;Talk;You need to buy a ticket...
2128;1;9;Enoshima Escar;Nijika Ijichi;Talk;What a breeze!
2129;1;9;Enoshima Escar;Ikuyo Kita;Talk;But climbing the stairs would have made the view so much more impressive.
2130;1;9;Enoshima Escar;Hitori Gotou;Talk;Y-You'll pay me back next month, right?
2131;1;9;Enoshima Escar;Ryo Yamada;Talk;I've never broken a promise in my life.
2132;1;9;Enoshima Escar;Hitori Gotou;Talk;You didn't pay me back last time, though.
2133;1;9;Enoshima Escar;Nijika Ijichi;Talk;Sorry, Bocchi-chan! I'll take it out of her paycheck.
2134;1;9;Enoshima Escar;Ryo Yamada;Talk;You're inhuman!
2135;1;9;Enoshima Escar;Nijika Ijichi;Talk;We made it!
2136;1;9;Enoshima Escar;Ikuyo Kita;Talk;As long as we're here, let's hit up the observation deck!
2137;1;9;Enoshima Escar;Nijika Ijichi;Talk;Even taking the Escar is kind of exhausting.
2138;1;9;Enoshima Escar;Ryo Yamada;Talk;It was... quite a long way.
2139;1;9;Enoshima Escar;Hitori Gotou;Talk;Yeah...
2140;1;9;Enoshima Escar;Ryo Yamada;Talk;But being up this high feels quite liberating.
2141;1;9;Enoshima Escar;Hitori Gotou;Talk;P-Positivity wells up within me.
2142;1;9;Enoshima Escar;Ryo Yamada;Talk;That's the fresh air and magnificent view at work!
2143;1;9;Enoshima Escar;Hitori Gotou;Talk;Sh-Should we take a picture together?
2144;1;9;Enoshima Escar;Nijika Ijichi;Talk;Yeah! Cheese!
2145;1;9;Enoshima Escar;Ryo Yamada;Talk;Cheese!
2146;1;9;Enoshima Escar;Ikuyo Kita;Talk;They're finally getting into it.
2147;1;9;Enoshima Escar;Girlfriend;Talk;Look! Isn't it pretty?
2148;1;9;Enoshima Escar;Boyfriend;Talk;Yeah, sure.
2149;1;9;Enoshima Escar;Girlfriend;Talk;Hey. Aren't you listening?
2150;1;9;Enoshima Escar;Boyfriend;Talk;Oh, sorry. You're just so pretty I forgot everything else!
2151;1;9;Enoshima Escar;Girlfriend;Talk;You silly!
2152;1;9;Enoshima Escar;Boyfriend;Talk;Miitan!
2153;1;9;Enoshima Escar;Girlfriend;Talk;Takkun!
2154;1;9;Enoshima Escar;Boyfriend;Talk;Miitan!
2155;1;9;Enoshima Escar;Ikuyo Kita;Talk;The observation deck!
2156;1;9;Enoshima Escar;Girlfriend;Talk;Takkun!
2157;1;9;Enoshima Escar;Ikuyo Kita;Talk;Let's go to the observation deck!
2158;1;9;Enoshima Escar;Ikuyo Kita;Talk;Look at that! The view from the observation deck is even more fabulous! We've really got to drink it all in!
2159;1;9;Enoshima Escar;Nijika Ijichi;Talk;I love air conditioning.
2160;1;9;Enoshima Escar;Ryo Yamada;Talk;It's heaven.
2161;1;9;Enoshima Escar;Hitori Gotou;Talk;S-Sure is.
2162;1;9;Enoshima Escar;Ikuyo Kita;Talk;Err, You guys?
2163;1;9;Enoshima Escar;Ryo Yamada;Talk;Long, long ago, humans attempted to build a tower to heaven to prove themselves equal to God. God, enraged, scrambled the languages of humans, and cast their lands into chaos.
2164;1;9;Enoshima Escar;Nijika Ijichi;Talk;Talking about the Tower of Babel?
2165;1;9;Enoshima Escar;Hitori Gotou;Talk;B-But humans failed to learn and built another tall tower like this?
2166;1;9;Enoshima Escar;Ikuyo Kita;Talk;Guys! The scenery!
2167;1;9;Enoshima Escar;Nijika Ijichi;Talk;Kita-chan got what she wanted, so let's blow this joint.
2168;1;9;Enoshima Escar;Ikuyo Kita;Talk;G-Good idea.
2169;1;9;Enoshima Escar;Ryo Yamada;Talk;My favorite part was the air conditioning.
2170;1;9;Enoshima Escar;Ikuyo Kita;Talk;You filthy indoor types!
2171;1;9;Enoshima Escar;Nijika Ijichi;Talk;Ryo. Weren't you eating sea salt soft-serve earlier?
2172;1;9;Enoshima Escar;Ryo Yamada;Talk;I've always got room for ice cream.
2173;1;9;Enoshima Escar;Hitori Gotou;Talk;P-Please pay me back for the ice cream, too.
2174;1;9;Enoshima Escar;Ikuyo Kita;Talk;What should we do next?
2175;1;9;Enoshima Escar;Nijika Ijichi;Talk;I think we've had plenty of fun, don't you?
2176;1;9;Enoshima Escar;Ikuyo Kita;Talk;You think? I feel like we need one more memorable event...
2177;1;9;Enoshima Escar;Nijika Ijichi;Talk;I wanna eat shirasu-don, then! They were sold out at the place where we had lunch!
2178;1;9;Enoshima Escar;Ryo Yamada;Talk;Nah. Too full.
2179;1;9;Enoshima Escar;Nijika Ijichi;Talk;Since when were you in charge?
2180;1;9;Enoshima Escar;Hitori Gotou;Talk;What's that sound?
2181;1;9;Enoshima Escar;Nijika Ijichi;Talk;Oh, the kites?
2182;1;9;Enoshima Escar;Ikuyo Kita;Talk;They like to steal human food, so—
2183;1;9;Enoshima Escar;Nijika Ijichi;Talk;Right as we were talking about it! You okay, Bocchi-chan?
2184;1;9;Enoshima Escar;Ikuyo Kita;Talk;Gotoh-san, you want my ice cream?
2185;1;9;Enoshima Escar;Nijika Ijichi;Talk;They're targeting Bocchi-chan!
2186;1;9;Enoshima Escar;Kite;Talk;She looks weak! It pisses me off. Teach her a lesson!
2187;1;9;Enoshima Escar;Ryo Yamada;Talk;Even birds look down on her.
2188;1;9;Enoshima Escar;Ikuyo Kita;Talk;Even birds?! Gotoh-san, you okay?
2189;1;9;Enoshima Escar;Hitori Gotou;Talk;It's over.
2190;1;9;Enoshima Escar;Nijika Ijichi;Talk;Get lost!
2191;1;9;Enoshima Escar;Ryo Yamada;Talk;Memorable event achieved.
2192;1;9;Enoshima Escar;Ikuyo Kita;Talk;That's not the kind of memorable I wanted!
2193;1;9;Enoshima Escar;Nijika Ijichi;Talk;But we can't stay out too late, so we really should head out. Bocchi's in bad shape, anyway.
2194;1;9;Enoshima Escar;Ikuyo Kita;Talk;Then how about a shrine visit before we head home?
2195;1;9;Enoshima Escar;Ikuyo Kita;Talk;This shrine is dedicated to a goddess called Myo-on Benzaiten. She's the goddess of music and performing arts. I've always thought we should come here if we ever went to Enoshima together.
2196;1;9;Enoshima Escar;Nijika Ijichi;Talk;We'll have to wish for our band's future success!
2197;1;9;Enoshima Escar;Nijika Ijichi;Talk;Bocchi-chan. You looked like you were wishing pretty hard back there.
2198;1;9;Enoshima Escar;Ryo Yamada;Talk;It took forever.
2199;1;9;Enoshima Escar;Ikuyo Kita;Talk;What were you wishing for?
2200;1;9;Enoshima Escar;Nijika Ijichi;Talk;I was wishing and thanking her pretty hard too! Goddess, thanks for making our concert a success. Keep that good fortune coming!"
2201;1;9;Enoshima Escar;Hitori Gotou;Talk;R-Really?
2202;1;9;Enoshima Escar;Nijika Ijichi;Talk;Let's get back to practice tomorrow! Even though we don't have a next concert scheduled!
2203;1;9;Enoshima Escar;Hitori Gotou;Inner Voice;I can't tell them... Please, Goddess! Turn back time to the first day of summer! I'll do anything, just turn back time! Either that, or give me fame and fortune so that I never go hungry! ...that I made a really vapid wish!
2204;1;9;Enoshima Escar;Nijika Ijichi;Talk;It's about an hour from here to Shimo-Kita, right?
2205;1;9;Enoshima Escar;Ikuyo Kita;Talk;Yeah. Gotoh-san, you'll change trains at Fujisawa, right?
2206;1;9;Enoshima Escar;Hitori Gotou;Talk;Y-Yes.
2207;1;9;Enoshima Escar;Ryo Yamada;Talk;Wake me up at Shimo-Kita.
2208;1;9;Enoshima Escar;Ikuyo Kita;Talk;Oh, they're hopeless! I really wish we'd gotten to do some Kamakura sightseeing, and I wish we'd had dinner together, too!
2209;1;9;Enoshima Escar;Nijika Ijichi;Talk;Shirasu-don...
2210;1;9;Enoshima Escar;Ikuyo Kita;Talk;She really wanted to eat that, huh?
2211;1;9;Enoshima Escar;Hitori Gotou;Inner Voice;My first long trip in a while... That was lots of fun. I almost wish we could've stayed out a little longer.
2212;1;9;Enoshima Escar;Ikuyo Kita;Talk;Okay! Let's spend all of winter break hanging out as Kessoku Band! Where do you want to go, Gotoh-san? Let's make memories together every single day!
2213;1;9;Enoshima Escar;Hitori Gotou;Inner Voice;I d-don't wanna go outside every day!
2214;1;9;Enoshima Escar;Hitori Gotou;Talk;I d-don't wanna go outside every day! I'll th-think about it...
2215;1;9;Enoshima Escar;Ikuyo Kita;Talk;Sure! You can rest if you want, Gotoh-san. I'll wake you up.
2216;1;9;Enoshima Escar;Hitori Gotou;Talk;A-Actually, I spent the whole train ride up here unconscious, so I'm pretty alert now.
2217;1;9;Enoshima Escar;Ikuyo Kita;Talk;Really? Then the fun continues until Fujisawa!
2218;1;9;Enoshima Escar;Hitori Gotou;Talk;H-Hey... Kita-san? I e-enjoyed hanging out with you all today. I th-think I can face school starting tomorrow. Probably.
2219;1;9;Enoshima Escar;Ikuyo Kita;Talk;Really? I'm glad to hear it! Let's enjoy the new term together, too!
2220;1;9;Enoshima Escar;Hitori Gotou;Talk;Sure.
2221;1;9;Enoshima Escar;Hitori Gotou;Inner Voice;Sure. This memory of summer will fuel me through to winter break.
2222;1;9;Enoshima Escar;Michiyo Gotou;Talk;Hitori-chan! It's morning! I'm coming in! You're still in bed? You'll be late to school your first day back!
2223;1;9;Enoshima Escar;Hitori Gotou;Talk;Don't feel good. Wanna stay home.
2224;1;9;Enoshima Escar;Michiyo Gotou;Talk;Oh, Hitori-chan. Lying again just to get out of school!
2225;1;9;Enoshima Escar;Hitori Gotou;Talk;N-No...
2226;1;9;Enoshima Escar;Michiyo Gotou;Talk;Help me out, Futari!
2227;1;9;Enoshima Escar;Hitori Gotou;Inner Voice;M-My muscles are so sore, I can't even move!
2228;1;9;Enoshima Escar;Futari Gotou;Talk;Okay! Wake up, Sis!
2229;1;9;Enoshima Escar;Hitori Gotou;Inner Voice;No, no, no, no!
2230;1;9;Enoshima Escar;Ikuyo Kita;Talk;Morning!
2231;1;9;Enoshima Escar;Kita's Friends;Talk;Morning! Hey, Kita-chan, I saw your Issta photos of Enoshima!
2232;1;9;Enoshima Escar;Ikuyo Kita;Talk;Really? Thanks!
2233;1;10;After Dark;Imaginary Staff;Imagination;Emergency! Emergency! The band we had scheduled can't perform! Are you kidding?! How will we find a replacement?
2234;1;10;After Dark;Hitori Gotou;Inner Voice;Perhaps I could be of some assistance?
2235;1;10;After Dark;Imaginary Staff;Imagination;Y-You're... I forget the name, but the girl from Class 2—
2236;1;10;After Dark;Hitori Gotou;Inner Voice;The name's Gotoh.
2237;1;10;After Dark;Crowd;Imagination;Gotoh-sama! Hold me! You're a living national treasure! Gotoh! Gotoh! Gotoh! Gotoh!
2238;1;10;After Dark;Culture Festival Planner;Talk;...six votes for a haunted house, and two votes for a candy shop.
2239;1;10;After Dark;Hitori Gotou;Inner Voice;How long have I been out? I think I was in homeroom, and they started talking about festival project ideas... It's no use. Everything after the word unity came up is a blank.
2240;1;10;After Dark;Culture Festival Planner;Talk;Okay! So by majority vote, Class 2's project will be a maid and butler cafe! We'll have to get lots of maid uniforms!
2241;1;10;After Dark;Hitori Gotou;Inner Voice;M-Maid?
2242;1;10;After Dark;Culture Festival Planner;Talk;Since all the girls'll be wearing them!
2243;1;10;After Dark;Hitori Gotou;Inner Voice;All the girls?! Does that include... me? N-No way! Too far outside my skill set! Maybe if it was a grave cafe... A-Afterlife for two... Souvenirs from the grave available... Crud, that was close. I almost spaced out again.
2244;1;10;After Dark;Culture Festival Planner;Talk;And if anyone wants to perform on the second day of the culture festival, make sure you put one of these forms in the box in front of the student council room.
2245;1;10;After Dark;Hitori Gotou;Inner Voice;Perform on-stage as a band... I never got to do it in middle school. But I daydreamed about it a thousand times, so same thing, right? You feelin' the hype, arena? Besides, I play in real venues now! My band's not for fun and games! It's serious business!
2246;1;10;After Dark;Students;Talk;If someone from our class played, they'd be the coolest person ever! Totally!
2247;1;10;After Dark;Hitori Gotou;Inner Voice;How'd I end up at the student council room?! What's this piece of paper? A band performance application... Kessoku Band... Who wrote all this?! What? Hitori Gotoh wrote it?! I'm a professional guitarist now! Begone, lust for culture festival attention! Focus on your band's career! Good... the lust is fading.
2248;1;10;After Dark;Student Council President;Talk;What was that? Teacher! Someone's collapsed out here!
2249;1;10;After Dark;Hitori Gotou;Inner Voice;An unfamiliar ceiling.
2250;1;10;After Dark;Ikuyo Kita;Talk;Hey, you're awake? How are you feeling?
2251;1;10;After Dark;Hitori Gotou;Talk;I'm f-fine.
2252;1;10;After Dark;Ikuyo Kita;Talk;I heard you collapsed, so I got worried.
2253;1;10;After Dark;Hitori Gotou;Talk;S-Sorry.
2254;1;10;After Dark;Ikuyo Kita;Talk;What's the matter?
2255;1;10;After Dark;Hitori Gotou;Talk;N-Nothing...
2256;1;10;After Dark;Hitori Gotou;Inner Voice;N-Nothing... Wh-What do I do? If I tell Kita-san, she'll get all excited, eyes sparkling, and insist that we do it! I m-must avoid that!
2257;1;10;After Dark;Hitori Gotou;Talk;N-Nothing... Wh-What do I do? If I tell Kita-san, she'll get all excited, eyes sparkling, and insist that we do it! I m-must avoid that! Th-Thank you for coming. I-I'll head to work after a little more rest. D-Don't worry about me.
2258;1;10;After Dark;Ikuyo Kita;Talk;But won't you be lonely?
2259;1;10;After Dark;Hitori Gotou;Talk;I'll b-b-be fine! Y-You've got plans with friends today, right?
2260;1;10;After Dark;Ikuyo Kita;Talk;Sure, but I can cancel them!
2261;1;10;After Dark;Hitori Gotou;Talk;I'll b-b-be fine!
2262;1;10;After Dark;Ikuyo Kita;Talk;You're sure? Well, just take it easy, okay?
2263;1;10;After Dark;Hitori Gotou;Inner Voice;I'd really like to perform, but I've barely done a real concert, so it's still really scary. Although... Now that I think about it, all the performers in a high school culture festival are amateurs. I wonder what the vibe is like...
2264;1;10;After Dark;Hipster Kid;Talk;Y'all What's up, y'all? Ready to feel the hype?! Yeah! We're We're gonna make one hell of a memory today! gonna make a memory today! Join me on this journey! me!!
2265;1;10;After Dark;Hitori Gotou;Inner Voice;Nope. I'm so worn out, I can't even watch the concert. But a loner-type shining at the culture festival is a classic trope! So maybe I can do it too?!
2266;1;10;After Dark;Culture Festival Announcer;Imagination;Next up, Kessoku Band performs! On drums, Nijika Ijichi from Shimo-Kitazawa High!
2267;1;10;After Dark;Crowd;Imagination;Wah!  Squee!  So pretty!  So cute!  Look at me!  Waaah!  Wahhh!
2268;1;10;After Dark;Nijika Ijichi;Imagination;Hi there!
2269;1;10;After Dark;Culture Festival Announcer;Imagination;And Ryo Yamada, from the same!
2270;1;10;After Dark;Ryo Yamada;Imagination;Mini-bow.
2271;1;10;After Dark;Culture Festival Announcer;Imagination;And on lead guitar, from Class 2... Um... Oh, Gotoh-san! And on guitar and vocals, from Class 5, our school star, Kita-chan!
2272;1;10;After Dark;Crowd;Imagination;So cute!  Eee!  Squee!  Waaaaah!  Eee!  Eeee! Waaah!
2273;1;10;After Dark;Culture Festival Announcer;Imagination;It's Kita-chan!
2274;1;10;After Dark;Crowd;Imagination;We love you!
2275;1;10;After Dark;Ikuyo Kita;Imagination;Thanks, guys!
2276;1;10;After Dark;Crowd;Imagination;Kita-chan!                    Kita-chan!
2277;1;10;After Dark;Hitori Gotou;Inner Voice;The fervor gap is too intense! Yeah. Not happening. I gotta know my place.
2278;1;10;After Dark;Hitori Gotou;Talk;Good morning, Manager.
2279;1;10;After Dark;Seika Ijichi;Talk;Uh, could you do some work? If you're already on the fence, I think you should do it. These high school years will be gone before you know it.
2280;1;10;After Dark;Hitori Gotou;Talk;Yeah, maybe...
2281;1;10;After Dark;Seika Ijichi;Talk;Not that I'd know, since I barely cared about high school.
2282;1;10;After Dark;PA-san;Talk;I dropped out!
2283;1;10;After Dark;Hitori Gotou;Inner Voice;I asked the wrong people.
2284;1;10;After Dark;PA-san;Talk;I could never drag myself out of bed in the morning!
2285;1;10;After Dark;Nijika Ijichi;Talk;Huh? Bocchi-chan's talking to Sis? That never happens.
2286;1;10;After Dark;PA-san;Talk;She's waffling about her culture festival.
2287;1;10;After Dark;Nijika Ijichi;Talk;Culture festival?
2288;1;10;After Dark;Seika Ijichi;Talk;She's trying to figure out if Kessoku Band should perform there.
2289;1;10;After Dark;Nijika Ijichi;Talk;Performing at a culture festival? Sounds awesome! Let's do it!
2290;1;10;After Dark;Hitori Gotou;Talk;Um... But...
2291;1;10;After Dark;Nijika Ijichi;Talk;It's fun in a different way from performing at a club.
2292;1;10;After Dark;Hitori Gotou;Talk;Y-You've done it before, Nijika-chan?
2293;1;10;After Dark;Nijika Ijichi;Talk;Yeah, in middle school.
2294;1;10;After Dark;Ryo Yamada;Talk;Same. I played obscure songs and totally bombed with the audience!
2295;1;10;After Dark;Nijika Ijichi;Talk;Why do you sound proud of that?
2296;1;10;After Dark;Nijika Ijichi;Talk;I've never played with Ryo at a culture festival, though, so I'd love to play at this one!
2297;1;10;After Dark;Hitori Gotou;Talk;Really?
2298;1;10;After Dark;Nijika Ijichi;Talk;Well, we only recently formed Kessoku Band.
2299;1;10;After Dark;Ryo Yamada;Talk;I'd like to play my original songs somewhere other than here, too.
2300;1;10;After Dark;Nijika Ijichi;Talk;Plus, it's a great chance to advertise ourselves!
2301;1;10;After Dark;Hitori Gotou;Talk;But... Don't you get expelled for playing something other than seishun rock at a high school culture festival?
2302;1;10;After Dark;Nijika Ijichi;Talk;Of course not!
2303;1;10;After Dark;Ryo Yamada;Talk;I get why Bocchi's scared, though. There's a chance—a likelihood, rather—that you'll be playing in front of a large crowd. So you don't have to rush to a decision.
2304;1;10;After Dark;Hitori Gotou;Talk;Ryo-san...
2305;1;10;After Dark;Ryo Yamada;Talk;To be honest, I still have nightmares about that concert I bombed.
2306;1;10;After Dark;Seika Ijichi;Talk;So you were just acting strong earlier?
2307;1;10;After Dark;Nijika Ijichi;Talk;Either way, just make sure you don't have any regrets, Bocchi-chan.
2308;1;10;After Dark;PA-san;Talk;Wise words.
2309;1;10;After Dark;Hitori Gotou;Talk;G-Got it. I'll think it over.
2310;1;10;After Dark;Nijika Ijichi;Talk;Right, right!
2311;1;10;After Dark;Hitori Gotou;Inner Voice;Nijika-chan wants to play at the culture festival too. I bet it'd feel pretty darn good... I... I just can't do it! I'm sorry, everyone. I thought I could do it yesterday, but I can't. B-But Nijika-chan told me to make sure I don't have any regrets, and if I blow it, I don't think I could make it through the rest of high school... I'm already nervous about playing in a club. The thought of being on stage at a festival... Yeah, just not happening.
2312;1;10;After Dark;Imaginary News;Imagination;Skyrocketing to fame! Let's look into the members of Kessoku Band! The unexpected past of super-popular guitarist Hitori Gotoh, whose cool personality, skillful playing, and raw lyrics have captured the hearts of fans! Hitori Gotoh Q. Did you know your high school classmate Hitori Gotoh has become a famous guitarist? Wow, Gotoh-san was in a band back then? I should've gotten her autograph!
2313;1;10;After Dark;Hitori Gotou;Inner Voice;I'll just follow that model instead! I like it. Now that I've got a plan in mind, I don't feel so bad about it. Good work, me!
2314;1;10;After Dark;Ikuyo Kita;Talk;Gotoh-san! Morning!
2315;1;10;After Dark;Hitori Gotou;Talk;G-Good morning...
2316;1;10;After Dark;Ikuyo Kita;Talk;How are you feeling? I got worried and stopped by the nurse's office again yesterday, but you were already gone.
2317;1;10;After Dark;Hitori Gotou;Talk;R-Really? I'm sorry...
2318;1;10;After Dark;Ikuyo Kita;Talk;Oh, and I turned it in. For the culture festival performance! We'll be on stage as Kessoku Band! I just can't wait! The application must've fallen in the trash can by mistake. What a close call, right? Let's put on the best culture festival concert ever!
2319;1;10;After Dark;Nijika Ijichi;Talk;So that's why she's been like that.
2320;1;10;After Dark;Ikuyo Kita;Talk;I was so sure she wanted to do it.
2321;1;10;After Dark;PA-san;Talk;She seemed very excited yesterday.
2322;1;10;After Dark;Ikuyo Kita;Talk;Wh-What do I do? I am a criminal.
2323;1;10;After Dark;Seika Ijichi;Talk;Right?
2324;1;10;After Dark;Ikuyo Kita;Talk;They're going to label me a murderer!
2325;1;10;After Dark;Ryo Yamada;Talk;It's not too late to back out, is it?
2326;1;10;After Dark;Ikuyo Kita;Talk;They said you can't take it back once you've applied... But I'll talk to them tomorrow.
2327;1;10;After Dark;Kikuri Hiroi;Talk;Hey-ho! Free booze, please!
2328;1;10;After Dark;Seika Ijichi;Talk;Hell no. Piss off.
2329;1;10;After Dark;Kikuri Hiroi;Talk;Aw, c'mon! Tell yer sister to be nicer! You like havin' me around, right, li'l sis?
2330;1;10;After Dark;Nijika Ijichi;Talk;Kindly depart. We're about to open for business.
2331;1;10;After Dark;Kikuri Hiroi;Talk;You've got a death glare on par with Senpai's lately. Bocchi-chan! What's with her? Somethin' on her mind?
2332;1;10;After Dark;Ikuyo Kita;Talk;I volunteered us for the culture festival against her will.
2333;1;10;After Dark;Kikuri Hiroi;Talk;What? You gonna play there?
2334;1;10;After Dark;Hitori Gotou;Talk;I c-can't do it. Th-There'd be so many more people than I'm used to, a-and I'm s-scared of performing in front of people who know me at s-school.
2335;1;10;After Dark;Kikuri Hiroi;Talk;Bocchi-chan. For you! Payin' you back for before. My band's playin' a gig tonight! Wanna come see?
2336;1;10;After Dark;Hitori Gotou;Talk;C-Can I?
2337;1;10;After Dark;Kikuri Hiroi;Talk;'Course you can! Same goes for all y'all.
2338;1;10;After Dark;Ryo Yamada;Talk;Thank you very much.
2339;1;10;After Dark;Nijika Ijichi;Talk;Let me pay you.
2340;1;10;After Dark;Ikuyo Kita;Talk;Yes, for the tickets.
2341;1;10;After Dark;Kikuri Hiroi;Talk;Aw, don't go there. It's a gift!
2342;1;10;After Dark;Nijika Ijichi;Talk;But...
2343;1;10;After Dark;Ikuyo Kita;Talk;Please, let us pay!
2344;1;10;After Dark;Kikuri Hiroi;Talk;H-Hang on, do you think I'm some kind of broke rocker who's gotta hustle money from teenage girls?
2345;1;10;After Dark;Nijika Ijichi;Talk;You mean you're not?
2346;1;10;After Dark;Kikuri Hiroi;Talk;Damn it! Senpai, one bottle of shochu!
2347;1;10;After Dark;Seika Ijichi;Talk;Like hell, dumbass.
2348;1;10;After Dark;Kikuri Hiroi;Talk;Anyhoo, it's fine! I might not look it, but our band's pretty popular on the indies circuit! Right?
2349;1;10;After Dark;Ryo Yamada;Talk;Yes, they have many hardcore fans.
2350;1;10;After Dark;Kikuri Hiroi;Talk;Which means we make our ticket quotas, easy! We even make money on merch!
2351;1;10;After Dark;Nijika Ijichi;Talk;Then why do you only drink the cheap stuff? And you use our shower, too.
2352;1;10;After Dark;Seika Ijichi;Talk;Pay rent.
2353;1;10;After Dark;Hitori Gotou;Talk;You never paid me back for your train fare.
2354;1;10;After Dark;Seika Ijichi;Talk;Sounds like a hustle to me!
2355;1;10;After Dark;Kikuri Hiroi;Talk;Th-There's a reason for all this... All my money goes to paying for the equipment I break while playing drunk.
2356;1;10;After Dark;Seika Ijichi;Talk;So it's your own fault. Bocchi-chan, has she borrowed any more money from you that she hasn't paid back?
2357;1;10;After Dark;Hitori Gotou;Talk;N-No... she hasn't...
2358;1;10;After Dark;Seika Ijichi;Talk;Garbage humans. Apologize for your late repayment.
2359;1;10;After Dark;Kikuri Hiroi;Talk;Sorry for our lateness!
2360;1;10;After Dark;Ryo Yamada;Talk;Sorry for our lateness!
2361;1;10;After Dark;Hitori Gotou;Talk;I-It's okay...
2362;1;10;After Dark;Kikuri Hiroi;Talk;Noguchi-sensei... farewell...
2363;1;10;After Dark;Seika Ijichi;Talk;You really need to cut back. You never used to drink before you started playing concerts. It can't be good for you.
2364;1;10;After Dark;Kikuri Hiroi;Talk;C'mon, that's no biggie! Now, let's all go to Shinjuku! I can't hear you!
2365;1;10;After Dark;Ikuyo Kita;Talk;Do you think she can really play like that?
2366;1;10;After Dark;Kikuri Hiroi;Talk;You're supposed to say "go!"
2367;1;10;After Dark;Kikuri Hiroi;Talk;Getting to see SICK HACK for free... My soul is on fire!
2368;1;10;After Dark;Ikuyo Kita;Talk;SICK HACK? Is that the name of Hiroi-san's band?
2369;1;10;After Dark;Kikuri Hiroi;Talk;Yep!
2370;1;10;After Dark;Hitori Gotou;Inner Voice;I knew she was good from our street concert... But I don't really know what she sounds like. I'm kind of looking forward to this!
2371;1;10;After Dark;Hitori Gotou;Talk;I v-very much enjoyed the concert... Thank you for having me...
2372;1;10;After Dark;Nijika Ijichi;Talk;We're not even at the venue yet!
2373;1;10;After Dark;Kikuri Hiroi;Talk;Here's my home base, Shinjuku FOLT!
2374;1;10;After Dark;Kikuri Hiroi;Talk;C'mon in, y'all!
2375;1;10;After Dark;Ikuyo Kita;Talk;The vibe is very different from Starry's...
